,ADM1_FR,ADM1_PCODE,ADM2_FR,ADM2_PCODE,Preci_janvier_mean,Preci_janvier_min,Preci_janvier_max,Preci_fevrier_mean,Preci_fevrier_min,Preci_fevrier_max,Preci_mars_mean,Preci_mars_min,Preci_mars_max,Preci_avril_mean,Preci_avril_min,Preci_avril_max,Preci_mai_mean,Preci_mai_min,Preci_mai_max,Preci_juin_mean,Preci_juin_min,Preci_juin_max,Preci_juillet_mean,Preci_juillet_min,Preci_juillet_max,Preci_aout_mean,Preci_aout_min,Preci_aout_max,Preci_septembre_mean,Preci_septembre_min,Preci_septembre_max,Preci_octobre_mean,Preci_octobre_min,Preci_octobre_max,Preci_novembre_mean,Preci_novembre_min,Preci_novembre_max,Preci_decembre_mean,Preci_decembre_min,Preci_decembre_max,Année,RcsiMoyProv
136,Centre-Nord,BF49,Bam,BF4901,0.109375,0.0,1.0,0.223958333333333,0.0,1.0,2.33392071227233,1.74625515937805,4.11191177368164,19.8910677780708,11.2625226974487,27.7733993530273,50.7911507487297,36.893196105957,66.1374435424805,127.598660230637,99.636344909668,141.369674682617,217.486234505971,187.09391784668,244.460433959961,239.527905305227,215.697509765625,252.526214599609,101.301880160968,88.9606628417969,114.385322570801,12.9490348498027,11.2636671066284,14.5646276473999,0.570639638230205,0.0,1.0,1.0,1.0,1.0,2017,3.4754614093959733
137,Boucle du Mouhoun,BF46,Banwa,BF4602,0.339588181149188,0.0,1.48820769786835,1.46117132902145,0.521126389503479,1.94925165176392,3.99788306771422,2.57107186317444,5.74764728546143,29.3113063908309,24.9413166046143,34.6656150817871,90.4874699270125,82.8965454101562,97.3197860717773,175.530994113401,160.391860961914,183.575454711914,266.221875142708,246.155380249023,277.8388671875,276.688683379468,268.699005126953,295.294158935547,143.777324786289,123.788307189941,158.052703857422,21.4559446032956,16.4339447021484,26.704906463623,4.76478748784648,2.17744040489197,6.54211044311523,1.50929629824144,0.667496621608734,2.31410002708435,2017,2.1315186509027586
138,Centre-Sud,BF51,Bazèga,BF5101,0.0,0.0,0.0,0.907997450563643,0.700010240077972,1.68072700500488,9.45043574439155,6.61292600631714,14.6179428100586,43.354780515035,35.3087959289551,50.5932922363281,94.0796826680501,84.9132461547852,102.673263549805,144.472180175781,135.81982421875,155.804946899414,260.42123658922,246.157241821289,274.659362792969,274.778533596463,265.286926269531,279.767303466797,130.207310697767,117.140663146973,141.587112426758,13.2442441781362,12.2382078170776,14.8498601913452,1.19005479183462,0.550619542598724,1.76585018634796,0.98799273636606,0.630210280418396,1.34511697292328,2017,4.2631447249069465
139,Sud-Ouest,BF57,Bougouriba,BF5701,2.71716577446822,1.70991158485413,3.62747192382812,1.69738779194427,1.04762148857117,2.56126546859741,22.4480709162625,16.6136665344238,27.2421894073486,53.5468412746083,47.2774353027344,57.8778533935547,117.436441594904,108.583351135254,123.723640441895,165.165251413981,154.163330078125,170.622406005859,249.045710708156,241.879455566406,254.171264648438,284.064806157892,266.193267822266,300.148498535156,183.521020137902,175.643539428711,192.507919311523,21.9961383992975,18.4231128692627,28.4474925994873,9.09570682048798,5.48591899871826,14.202320098877,0.777159527395711,0.341058611869812,1.06490337848663,2017,10.157800572519085
140,Centre-Est,BF48,Boulgou,BF4801,0.464732793280453,0.0,1.0,2.20635525926799,1.58569896221161,3.32555627822876,16.776797601947,9.45982551574707,24.0564441680908,38.5529650184403,32.8580169677734,48.7665939331055,98.5626683282694,85.6697311401367,116.546691894531,131.490622485595,121.661987304688,144.629989624023,239.272002261342,226.102676391602,249.289108276367,270.226503796752,258.249542236328,284.763488769531,150.923233691244,133.057281494141,173.470245361328,14.4133831892299,11.7044057846069,17.884729385376,1.14462727506295,0.688425302505493,2.51117897033691,0.992020848581561,0.487155914306641,1.44543862342834,2017,0.7500363108206245
141,Centre-Ouest,BF50,Boulkiemdé,BF5001,0.126499024304477,0.0,1.0,0.838765467182871,0.62423038482666,1.48821032047272,7.837411923842,5.07950210571289,10.8415126800537,38.8249634738174,28.3583011627197,47.6526260375977,94.0263197319359,82.3856201171875,100.682754516602,148.585122870486,135.294860839844,156.421829223633,253.54188924543,249.072784423828,262.156585693359,267.141383120888,246.931869506836,280.809906005859,125.238265370638,116.824821472168,136.238128662109,12.4220026645934,11.2306442260742,14.1571741104126,1.02169929280806,0.621788263320923,2.04744410514832,0.637510799049761,0.0,0.988148868083954,2017,0.922911877394636
142,Cascades,BF47,Comoé,BF4701,3.32437515258789,1.66859865188599,4.53803396224976,4.79472476072272,1.82483458518982,7.87210035324097,22.809916463572,14.79026222229,32.4872245788574,80.2870655818568,53.8731918334961,107.347412109375,108.506274051954,92.6071166992188,126.900375366211,158.236727637355,134.508911132812,175.985076904297,231.721024647989,186.364181518555,268.797882080078,271.756459198207,219.789047241211,318.985534667969,208.968404866704,183.624572753906,230.512130737305,42.2724364637838,26.0148601531982,62.1389579772949,21.0292408633134,12.3144226074219,31.9578838348389,1.91308248688982,0.66426032781601,4.02837467193604,2017,3.4302637861064693
143,Plateau-Central,BF55,Ganzourgou,BF5501,0.0145631067961165,0.0,1.0,1.08085812671671,0.7709881067276,1.79308986663818,6.63224019356144,3.57575702667236,11.0436906814575,33.5934246581735,29.5151081085205,37.5314636230469,81.4404361317459,64.2060089111328,91.7828750610352,140.755708638904,133.109558105469,149.508316040039,237.720198770171,227.149749755859,246.557830810547,266.204922796453,248.629760742188,277.382019042969,133.021469190283,118.533576965332,156.247283935547,13.6566049798021,11.9910717010498,15.0111980438232,0.77830877350372,0.524895668029785,1.17738783359528,0.687513578285291,0.640924692153931,0.818045198917389,2017,1.4628546861564915
144,Est,BF52,Gnagna,BF5201,0.0,0.0,0.0,0.29954954954955,0.0,1.0,3.60507135455673,2.01179170608521,8.32018947601318,25.8679268574929,15.938458442688,34.8480682373047,50.2930307817889,35.9225730895996,72.2919998168945,124.403966474103,112.467765808105,143.719207763672,180.111260388349,152.140472412109,225.002593994141,233.234401221748,214.319290161133,267.392211914062,145.784862191827,121.050643920898,178.928848266602,10.7291748394837,8.54493045806885,12.9190502166748,1.42289252163054,0.0,2.24612808227539,0.412869357847953,0.0,0.941011250019073,2017,0.4195984332545255
145,Est,BF52,Gourma,BF5202,0.0,0.0,0.0,1.05849339152924,0.810713946819305,1.95927512645721,10.0412442484736,2.18698596954346,18.2867202758789,22.5328794060551,7.04526472091675,35.9947967529297,71.1084051386032,37.3640747070312,85.872428894043,129.672437065908,113.887969970703,144.163940429688,190.886890773991,149.139785766602,237.608764648438,243.259511505243,201.607650756836,275.263793945312,192.26403089168,164.472381591797,222.928436279297,12.049134923478,7.44751358032227,14.2263641357422,0.950109414501335,0.0,1.57758283615112,0.435047516351417,0.0,1.49192905426025,2017,3.604170431137292
146,Hauts-Bassins,BF53,Houet,BF5301,1.56063393365353,0.0,4.36085844039917,1.65148352887652,0.509274005889893,4.28307342529297,10.3875271482205,4.04820156097412,19.9481830596924,41.7708945738066,27.7047519683838,62.5819358825684,99.6600438529198,91.2512969970703,115.138374328613,176.086042407675,164.153472900391,186.075592041016,253.97215436183,243.227310180664,277.920471191406,284.449538036661,266.291015625,307.747253417969,167.702330087084,147.674850463867,192.093368530273,23.958283429627,18.8515739440918,32.1281814575195,9.7026101978547,4.65454530715942,18.4588184356689,0.773259905554833,0.0,2.22680449485779,2017,0.8162227067336556
147,Sud-Ouest,BF57,Ioba,BF5702,1.44374055581488,0.707908570766449,3.06879329681396,1.35517824303572,1.06802558898926,1.72847485542297,21.9069645450373,15.4348573684692,28.0643634796143,54.6706348589272,49.813362121582,57.5297431945801,118.437889342095,107.403511047363,126.882316589355,163.142357698671,147.190505981445,171.475646972656,257.598678297298,238.03401184082,266.178405761719,297.344457152543,286.386383056641,306.950592041016,176.672891215914,166.769393920898,185.398941040039,18.1446832243804,15.9605512619019,20.3733100891113,5.08975498539627,3.29207563400269,8.80977153778076,0.606422771314147,0.324189215898514,1.11352038383484,2017,1.3129548146894567
148,Centre,BF13,Kadiogo,BF1300,0.0,0.0,0.0,1.04231046693666,0.748421370983124,1.74120020866394,7.00491095270429,4.86725997924805,9.88005352020264,34.4756089891706,30.0649642944336,40.7363815307617,85.7842332567487,75.9457015991211,98.8816680908203,141.1702293396,136.144058227539,152.174331665039,252.713687787737,245.717224121094,259.047271728516,263.50963973999,253.688079833984,271.510894775391,118.31950868879,113.825462341309,131.465362548828,12.9569538457053,12.0325946807861,16.3251209259033,0.651866952010563,0.583992183208466,1.29290163516998,0.416192714657102,0.0,0.813432276248932,2017,2.3800878230028717
149,Hauts-Bassins,BF53,Kénédougou,BF5302,1.77368884146214,0.0,2.45756769180298,2.05943315833807,0.51862895488739,4.43422031402588,8.95239752352238,3.75940012931824,17.0995578765869,45.8577539587021,29.3743743896484,69.4028167724609,91.8985378074646,84.0348205566406,100.648017883301,179.131944618225,162.44384765625,186.492141723633,269.986603927612,260.362457275391,281.283325195312,312.105535202026,291.410888671875,326.650299072266,169.157904510498,148.905944824219,190.02294921875,29.1073232030869,22.2902793884277,40.5162353515625,9.93510685920715,5.40933704376221,20.0457992553711,1.44751231878996,0.789937853813171,2.88073253631592,2017,1.0402573689244414
150,Est,BF52,Komandjari,BF5203,0.0,0.0,0.0,0.6,0.0,1.0,4.39549044469992,2.14145112037659,7.87830066680908,14.0610493898392,7.40257263183594,26.1673965454102,46.6640989303589,35.2419891357422,64.6475677490234,116.440752919515,106.641044616699,124.849449157715,165.584789212545,150.353775024414,178.853225708008,224.21789855957,204.373809814453,242.577880859375,161.580003039042,144.762313842773,185.408615112305,10.140924123923,7.93136692047119,11.9852151870728,1.0181672938168,0.612419128417969,2.0,0.189066272974014,0.0,0.921807110309601,2017,8.033132808884776
151,Est,BF52,Kompienga,BF5204,0.0,0.0,0.0,0.998468689351197,0.786131083965302,1.61831760406494,16.9686339590923,10.3666362762451,29.2316627502441,30.248371882611,22.2657814025879,47.4621429443359,83.4132558064288,74.7327041625977,99.7557983398438,130.475896031023,122.553131103516,142.744400024414,188.022318552776,170.059005737305,210.348098754883,242.730363087482,233.244125366211,266.303588867188,208.707324384207,196.033828735352,223.583679199219,14.2892166275576,12.1770915985107,20.4471588134766,1.06085933996252,0.794839084148407,1.51792395114899,0.526333306747747,0.0,0.849838614463806,2017,4.904505445922592
152,Boucle du Mouhoun,BF46,Kossi,BF4603,0.0198863636363636,0.0,1.0,0.911446830427105,0.0,1.94703102111816,2.28521417555484,1.21581399440765,3.72336745262146,24.0213757753372,16.6578063964844,31.8484630584717,82.1661239320582,61.2435455322266,95.1505355834961,153.77420852401,125.714286804199,176.418014526367,239.915580316023,214.021041870117,270.843994140625,262.742562597448,245.824066162109,274.12060546875,110.295458511873,91.9003219604492,138.684555053711,18.6621291827072,13.9655981063843,23.4772205352783,2.60365917601369,1.04451262950897,3.83356690406799,1.01213363558054,0.699276626110077,1.9504781961441,2017,3.172845299546379
153,Centre-Est,BF48,Koulpélogo,BF4802,0.0,0.0,0.0,1.23984965965861,0.784483790397644,1.70567584037781,20.5064615370735,15.1972198486328,26.5839290618896,36.6000834419614,31.2417373657227,46.443042755127,90.3025641365657,80.4959564208984,102.338119506836,124.982930501302,120.972282409668,134.594039916992,218.089942326621,200.065963745117,237.764190673828,261.792861332969,249.575225830078,271.688018798828,185.608971187047,154.953735351562,209.919631958008,14.8693209375654,12.0719442367554,18.9628925323486,1.0682443588499,0.745539426803589,1.49438202381134,0.569732043359961,0.472679138183594,0.998701572418213,2017,4.633163007468134
154,Centre-Est,BF48,Kourittenga,BF4803,0.0,0.0,0.0,1.36132316236143,0.890332460403442,1.96817970275879,9.145492666739,4.72622728347778,14.9853029251099,34.1033384817618,29.9664154052734,36.820255279541,80.5574934782805,65.3830947875977,93.8800277709961,146.926336104782,140.341369628906,153.927001953125,229.234479890046,209.678344726562,241.194625854492,269.673685257523,248.900268554688,282.894287109375,162.396212994611,143.639953613281,182.630126953125,12.2074570549859,10.6327333450317,13.385082244873,0.974621481807144,0.553104937076569,1.60918664932251,0.70415697671749,0.585714519023895,0.799497902393341,2017,3.5088561104199987
155,Plateau-Central,BF55,Kourwéogo,BF5502,0.0,0.0,0.0,0.923314119038517,0.695486962795258,1.62199294567108,6.23681037066734,4.07277679443359,8.97542381286621,31.0458498915581,26.5431632995605,39.8291473388672,81.3789536985633,70.6260833740234,97.0656890869141,139.407119332928,134.753982543945,153.080184936523,249.605070976362,246.953842163086,254.714965820312,255.195348034166,248.202575683594,271.011596679688,116.069478178677,108.418243408203,124.911918640137,12.4846476855343,11.5063409805298,13.3515615463257,0.624086014211994,0.571310460567474,0.696051478385925,0.296519462376425,0.0,1.0,2017,6.180532246463677
156,Cascades,BF47,Léraba,BF4702,2.96166227233242,2.06418609619141,4.70426893234253,4.49427305980467,3.41484594345093,5.31357383728027,19.3550548150506,13.2191715240479,24.3821754455566,77.5521590541786,61.7761726379395,94.0995101928711,91.7642876531037,88.1100616455078,96.843147277832,158.377231006891,151.937438964844,172.835144042969,250.660566732917,225.412506103516,271.634887695312,309.604471126073,296.225372314453,323.084655761719,197.56261755715,186.475646972656,213.447341918945,42.0745717975455,34.2967529296875,52.9696731567383,21.0172498864187,16.5689640045166,26.2800464630127,1.54985128573968,1.2416079044342,1.86022818088531,2017,8.4325263662512
157,Nord,BF54,Loroum,BF5401,0.0,0.0,0.0,0.0,0.0,0.0,1.42488628498373,0.827050566673279,1.77724063396454,9.41283345604963,5.41118383407593,16.6359634399414,37.3869232238933,30.8572330474854,48.1861801147461,97.9463720474651,83.7223205566406,121.026870727539,192.792511475915,177.988372802734,218.330139160156,209.656136660652,193.844131469727,233.438446044922,81.633148764544,73.1648712158203,92.8384475708008,14.7718856474932,12.9534931182861,17.0978183746338,0.0924079408620131,0.0,0.982694864273071,0.32620320855615,0.0,1.0,2017,6.567902038689507
158,Boucle du Mouhoun,BF46,Mouhoun,BF4604,0.31983383407905,0.0,1.18606150150299,1.26659886751856,0.638673961162567,1.87975907325745,4.88516320572013,2.09543395042419,8.32250022888184,35.301964816593,23.2483310699463,46.5225868225098,93.9498636154901,82.1748199462891,106.852867126465,167.680013611203,142.76025390625,185.601104736328,250.189506939479,239.377182006836,260.865173339844,277.428180512928,258.012756347656,293.512268066406,137.771044049944,112.595680236816,160.631942749023,15.9312080939611,12.9326772689819,19.6497554779053,3.28810862238918,1.48569178581238,5.4344048500061,0.727205512956494,0.604859411716461,0.973366022109985,2017,3.987759815242494
159,Centre-Sud,BF51,Nahouri,BF5102,0.649010855664489,0.0,1.0,1.6249878618025,1.31565594673157,2.51904678344727,21.6756670962098,14.781156539917,27.981050491333,53.2866010768439,46.8010520935059,58.4203910827637,117.919485686928,105.174125671387,125.093811035156,148.114467251685,134.409530639648,155.72770690918,264.126565830682,239.842544555664,283.175994873047,281.350810881584,265.049865722656,292.940948486328,153.454679673718,144.935272216797,166.095169067383,17.4939554173459,16.0243072509766,18.6815299987793,2.17797457979571,1.51233863830566,2.8349015712738,1.0540232517386,0.708772897720337,1.303826212883,2017,0.5562948564593302
160,Centre-Nord,BF49,Namentenga,BF4902,0.0,0.0,0.0,0.338347456916686,0.0,1.0,2.74224178791046,2.07075881958008,4.89462995529175,23.5954735294465,10.7778167724609,34.4428901672363,49.244429514485,31.2468852996826,70.4091644287109,132.226000976562,109.778350830078,146.893341064453,192.77804235643,152.420837402344,228.489379882812,236.076534738848,208.929626464844,253.146072387695,129.171616954188,97.1569290161133,159.500289916992,9.97728613576581,8.01645183563232,12.3670864105225,0.725630050897598,0.0,1.55807018280029,0.410648234236625,0.0,1.0,2017,6.976898164807484
161,Boucle du Mouhoun,BF46,Nayala,BF4605,0.0056497175141242,0.0,1.0,0.808698703676967,0.671146631240845,1.36174190044403,3.1514693182067,2.08132314682007,4.63979387283325,28.1413822389592,21.3120803833008,35.4653434753418,81.8259607088768,70.5298080444336,88.5439376831055,142.550870302707,134.966812133789,151.685104370117,240.740414463194,231.086212158203,249.644683837891,253.728087775451,241.858963012695,265.366973876953,113.146087387861,102.890686035156,123.334243774414,12.823131755247,11.5225591659546,14.0271186828613,1.2676762621955,0.730621814727783,2.01209759712219,0.713844482508083,0.667611122131348,0.811753809452057,2017,1.948544191121576
162,Sud-Ouest,BF57,Noumbiel,BF5703,1.79081972891634,0.760568678379059,3.07254648208618,2.88675515037594,2.27919387817383,3.79303121566772,38.2810218984431,28.9613208770752,50.2829437255859,61.4892070654667,52.598747253418,71.0136642456055,152.744953386711,138.73356628418,173.23371887207,139.069915309097,133.948715209961,145.766052246094,227.531791109027,194.272506713867,240.435256958008,212.3780559193,172.662902832031,243.672882080078,213.216426155784,204.23796081543,228.89176940918,37.9662530783451,28.5989112854004,48.383430480957,9.29903759739616,6.41877746582031,12.1764307022095,1.58515544190551,0.988523840904236,2.41768932342529,2017,7.510875498635314
163,Plateau-Central,BF55,Oubritenga,BF5503,0.0,0.0,0.0,0.959160673432052,0.852349102497101,1.0,4.72804096899927,3.46926164627075,6.10163879394531,30.8270093947649,27.074369430542,34.0809211730957,72.217183470726,64.8066253662109,81.8490447998047,139.292294979095,135.923980712891,143.985961914062,243.948822379112,235.686065673828,249.696517944336,256.142501354218,251.403793334961,265.116943359375,121.487860202789,110.679008483887,132.568176269531,12.6692934036255,11.8203859329224,13.3114528656006,0.586551582440734,0.550757467746735,0.694595873355865,0.495577787980437,0.0,1.0,2017,3.873109796186719
164,Sahel,BF56,Oudalan,BF5601,0.0,0.0,0.0,0.0,0.0,0.0,1.46820811617808,0.771840929985046,2.0986647605896,5.78981179803035,3.23196983337402,10.7193078994751,17.5698684982365,10.1782693862915,27.3570613861084,81.4576678225009,60.828010559082,108.009429931641,124.156606751795,97.2680969238281,154.045043945312,164.214958435973,133.687942504883,201.540969848633,84.9535949020876,70.8250198364258,102.818809509277,6.30545609717196,3.35185146331787,10.0542001724243,0.0,0.0,0.0,0.012847965738758,0.0,1.0,2017,1.3314111261872457
165,Nord,BF54,Passoré,BF5402,0.0,0.0,0.0,0.550685335428287,0.0,1.0,3.81104630079025,2.57526302337646,5.3217339515686,26.6401884030073,22.0511779785156,35.8821067810059,76.1106583815355,65.4813613891602,87.0531768798828,136.850744002905,132.652587890625,141.114837646484,250.275084979718,236.191513061523,259.322479248047,244.653182200896,232.68310546875,254.479476928711,109.586073890099,99.6177673339844,120.97541809082,12.1389358324882,11.3344116210938,13.2870063781738,0.742729466695052,0.639383018016815,0.875028550624847,0.960190183382768,0.777371466159821,1.0,2017,0.4270600795884693
166,Sud-Ouest,BF57,Poni,BF5704,2.72863454949366,0.810356497764587,3.93160843849182,2.89085122036607,1.41971111297607,6.03962659835815,27.0648609004609,22.3041286468506,34.1870918273926,62.944973347285,48.1156120300293,89.6403350830078,130.725523188343,119.582107543945,144.757873535156,148.373148042862,128.183563232422,162.82975769043,233.693034383695,214.154190063477,247.633392333984,248.358244344633,199.522338867188,285.283203125,205.922313073563,182.129943847656,222.789566040039,32.2935933361315,20.0709590911865,50.8388061523438,10.5188351722613,4.22646427154541,19.6531066894531,1.17767464020481,0.806379497051239,2.73153638839722,2017,0.5540267276244065
167,Centre-Ouest,BF50,Sanguié,BF5002,0.684830293059349,0.0,1.0,1.13832686369618,0.657279849052429,1.39014327526093,6.59291412134965,3.53392958641052,11.092264175415,41.8117569923401,28.2594985961914,56.8799362182617,94.1098782221476,80.8042068481445,110.463180541992,149.406183751424,136.696701049805,162.242904663086,251.170385678609,246.180648803711,259.630584716797,269.868858591715,245.06510925293,298.364898681641,129.878094863892,111.265930175781,153.714462280273,12.9306314428647,11.2674570083618,15.6676073074341,1.77260938212276,0.668328523635864,3.54894137382507,0.67441722912093,0.474252760410309,0.892091155052185,2017,7.50091802570472
168,Centre-Nord,BF49,Sanmatenga,BF4903,0.0,0.0,0.0,0.426031958237456,0.0,1.0,3.0325145118781,1.98968839645386,4.92840147018433,20.60533848993,10.5661010742188,30.8245964050293,51.7295101106563,31.3817825317383,71.5724487304688,133.514064712694,108.868865966797,148.223098754883,212.684713393252,166.579498291016,244.327255249023,243.74902573816,209.722717285156,260.276611328125,118.392239657315,96.3437652587891,141.361099243164,10.841115346769,7.97171020507812,13.299654006958,0.760067614774218,0.0,1.0,0.779172129483022,0.0,1.0,2017,13.206204081632652
169,Sahel,BF56,Séno,BF5602,0.0,0.0,0.0,0.0,0.0,0.0,2.29097522464567,1.55844974517822,3.24902129173279,11.64936401344,5.11984777450562,18.6395835876465,27.5151932377221,15.1313323974609,38.9993515014648,106.346033438361,82.4151916503906,121.05313873291,143.089944996008,116.637329101562,162.912261962891,202.542112263503,168.689666748047,222.044586181641,111.116538259396,93.7593002319336,128.768402099609,7.18671578839195,4.42440462112427,9.69783115386963,0.0759878419452888,0.0,1.0,0.0516717325227964,0.0,1.0,2017,2.5300581771170005
170,Centre-Ouest,BF50,Sissili,BF5003,0.355891715412709,0.0,0.882994651794434,1.22542709343469,1.00154650211334,1.61555552482605,18.3544436582878,8.71345329284668,28.2364311218262,55.875455360982,47.2718467712402,64.6528625488281,115.913083842263,97.4300384521484,134.39192199707,156.300882732334,150.811874389648,162.89631652832,257.022400585573,248.042175292969,273.675323486328,301.363235336987,281.22802734375,317.336334228516,157.058178802035,136.414108276367,178.203216552734,14.9957587512571,12.0595149993896,18.1468772888184,2.8608318054854,1.85029578208923,3.64557075500488,0.898600303770891,0.425058037042618,1.36312747001648,2017,2.658187658747946
171,Sahel,BF56,Soum,BF5603,0.0016583747927031,0.0,1.0,0.0,0.0,0.0,1.73105324955524,0.800631403923035,2.97622323036194,8.32488993744352,4.48068141937256,13.8143720626831,28.7642960524678,19.9053802490234,39.7655258178711,88.2805369362902,66.9306335449219,112.081733703613,166.666795088482,137.389495849609,195.192825317383,196.2691726305,162.093521118164,225.315368652344,84.4294312763372,71.3873138427734,99.9380645751953,12.6283267252085,7.53744506835938,16.7319793701172,0.0016583747927031,0.0,1.0,0.271973466003317,0.0,1.0,2017,5.393548387096774
172,Boucle du Mouhoun,BF46,Sourou,BF4606,0.0,0.0,0.0,0.39614242563645,0.0,1.0,2.0410450498263,1.38419473171234,2.6229190826416,18.0978190733327,13.2554502487183,24.2272987365723,58.4111768669552,40.4770851135254,79.9864120483398,128.149453957876,109.365135192871,142.386917114258,220.822766198052,201.186447143555,238.86393737793,232.824255625407,216.022384643555,255.470108032227,95.577693382899,81.3575592041016,109.98787689209,14.4545749955707,12.2653465270996,16.690372467041,0.598460869035787,0.0,2.07701826095581,0.94394379047056,0.722127974033356,1.0,2017,1.3831888510918469
173,Est,BF52,Tapoa,BF5205,0.0,0.0,0.0,0.974362514721005,0.0,1.0,6.25570161242336,2.11218857765198,12.1757068634033,15.471941173481,6.67713689804077,25.0367965698242,61.6434627103353,36.6793022155762,79.3588562011719,134.828644399242,115.524131774902,145.47297668457,162.038667075831,140.441680908203,175.00732421875,219.303516858954,189.422973632812,236.577926635742,207.970463808388,169.142608642578,233.462326049805,11.4732480514971,6.76498508453369,14.7567644119263,0.856459337303079,0.0,1.23064494132996,0.0402713133327997,0.0,0.826607704162598,2017,8.550197173841603
174,Hauts-Bassins,BF53,Tuy,BF5303,1.75352983299951,0.0,3.44710731506348,1.01131617081793,0.623043835163116,1.27152609825134,10.6673198929407,4.66630935668945,17.3633213043213,43.636473748917,35.5951080322266,57.1131553649902,104.800964039967,95.7418518066406,117.572822570801,173.437393819479,162.66813659668,181.668792724609,253.632975987026,245.228790283203,263.355712890625,291.358439280574,281.049438476562,304.163909912109,164.848979404994,156.868957519531,178.887252807617,18.4802393734007,15.5585651397705,21.8664646148682,6.44556135790689,3.70465850830078,9.85632038116455,0.476612859986778,0.342261582612991,0.692516505718231,2017,2.498629474363109
175,Sahel,BF56,Yagha,BF5604,0.0,0.0,0.0,0.11400651465798,0.0,1.0,2.47265707281591,1.72327768802643,3.27252531051636,12.7567822661384,6.70348739624023,21.748664855957,31.6515843829425,22.2785205841064,40.9279747009277,103.632518234004,88.3212814331055,115.141456604004,155.466486977444,138.836715698242,169.372131347656,206.956323778979,190.885787963867,221.006393432617,131.667950484186,115.263069152832,147.500930786133,8.21685872870082,6.06711292266846,10.4125146865845,0.944625407166124,0.0,1.0,0.0,0.0,0.0,2017,11.245704467353953
176,Nord,BF54,Yatenga,BF5403,0.0,0.0,0.0,0.0122924540191889,0.0,0.989102423191071,1.80788485724479,0.842419683933258,3.78938245773315,14.4725542783737,8.31807231903076,24.6419506072998,48.1524013400078,35.0883483886719,69.5842895507812,115.262038803101,93.1405487060547,139.460784912109,216.067660903931,186.796737670898,250.309341430664,223.697137975693,203.304077148438,248.46012878418,87.9556049823761,75.205810546875,102.253967285156,14.8218077898026,11.8809614181519,17.1075897216797,0.546515067853033,0.0,1.0,0.428125,0.0,1.0,2017,0.2946131805157593
177,Centre-Ouest,BF50,Ziro,BF5004,0.0115008267313845,0.0,0.965833485126495,1.30280486123282,0.7526496052742,1.68676936626434,13.7870272161507,9.46061038970947,19.4866790771484,52.0271151770464,43.2718276977539,60.8873901367188,102.514971003359,96.8863296508789,115.530197143555,151.041180568185,144.226287841797,156.078353881836,264.521777875028,254.04411315918,280.016265869141,283.598749446483,271.815521240234,297.254486083984,146.275954088219,135.901748657227,153.461181640625,13.3437714904909,11.7861413955688,16.4466724395752,2.1108920284611,1.21512579917908,2.82024765014648,1.19194153011569,0.671488106250763,1.69798994064331,2017,3.819799777530589
178,Nord,BF54,Zondoma,BF5404,0.0,0.0,0.0,0.0073503653208414,0.0,0.705635070800781,2.42700581500928,1.71835803985596,2.73339509963989,19.5306919515133,15.3251028060913,24.2790203094482,64.6515683333079,55.1798896789551,74.8844985961914,129.396548509598,121.723358154297,135.647644042969,241.027759234111,225.298004150391,251.452529907227,231.31775077184,225.708389282227,237.76481628418,97.4221405982971,91.4651336669922,107.252578735352,13.5856700539589,12.0016574859619,15.3211851119995,0.786331693331401,0.0,0.883857786655426,0.979018144309521,0.883385062217712,1.0,2017,0.4454279821244414
179,Centre-Sud,BF51,Zoundwéogo,BF5103,0.502233485380808,0.0,1.0,1.63789254868472,0.832502484321594,2.50913023948669,13.9179966992171,8.27049160003662,18.4343891143799,46.0023866280046,35.547176361084,53.341251373291,103.912294700663,89.578369140625,113.464080810547,134.355910931945,124.100074768066,143.591461181641,253.56626988971,232.088638305664,274.684997558594,273.914273701017,264.877655029297,279.872711181641,138.82302049102,125.927993774414,153.234313964844,15.2353507349731,13.6431722640991,16.9802646636963,1.20604873933489,0.796301782131195,1.78376448154449,1.08332464997731,0.626442313194275,1.5202100276947,2017,2.1907414170927684
180,Boucle du Mouhoun,BF46,Balé,BF4601,0.895123244737679,0.0,1.04023122787476,1.00118116556473,0.616728067398071,1.3432195186615,9.52333321661319,5.95764446258545,17.3822498321533,48.7962808249132,37.748706817627,58.6566848754883,109.199602019112,97.4800643920898,119.457534790039,167.725002000917,156.914047241211,181.091323852539,252.297995657291,246.928985595703,262.001220703125,296.369483659852,282.773559570312,307.212493896484,155.32293809135,138.880218505859,168.172714233398,15.9203486622504,14.3834714889526,17.7705535888672,3.78928510085592,2.45681095123291,5.55786609649658,0.568468383460675,0.353001713752747,0.828910171985626,2018,6.894109071632099
181,Centre-Nord,BF49,Bam,BF4901,0.109375,0.0,1.0,0.223958333333333,0.0,1.0,2.33392071227233,1.74625515937805,4.11191177368164,19.8910677780708,11.2625226974487,27.7733993530273,50.7911507487297,36.893196105957,66.1374435424805,127.598660230637,99.636344909668,141.369674682617,217.486234505971,187.09391784668,244.460433959961,239.527905305227,215.697509765625,252.526214599609,101.301880160968,88.9606628417969,114.385322570801,12.9490348498027,11.2636671066284,14.5646276473999,0.570639638230205,0.0,1.0,1.0,1.0,1.0,2018,1.586195995785037
